	 61 	      1.500 
	 4.814038e+02 	 9.308344e-01 	 4.654172e-02 
	 4.282724e+02 	 9.304713e-01 	 4.652357e-02 
	 3.803916e+02 	 9.333306e-01 	 4.666653e-02 
	 3.374555e+02 	 9.354051e-01 	 4.677025e-02 
	 2.991471e+02 	 9.363540e-01 	 4.681770e-02 
	 2.649772e+02 	 9.369926e-01 	 4.684963e-02 
	 2.344988e+02 	 9.375201e-01 	 4.687601e-02 
	 2.073225e+02 	 9.379493e-01 	 4.689746e-02 
	 1.831162e+02 	 9.382963e-01 	 4.691481e-02 
	 1.615641e+02 	 9.385566e-01 	 4.692783e-02 
	 1.424294e+02 	 9.387469e-01 	 4.693735e-02 
	 1.254693e+02 	 9.388732e-01 	 4.694366e-02 
	 1.104611e+02 	 9.389435e-01 	 4.694718e-02 
	 9.720089e+01 	 9.389635e-01 	 4.694817e-02 
	 8.550301e+01 	 9.389360e-01 	 4.694680e-02 
	 7.519917e+01 	 9.388693e-01 	 4.694347e-02 
	 6.613678e+01 	 9.387781e-01 	 4.693891e-02 
	 5.817690e+01 	 9.386768e-01 	 4.693384e-02 
	 5.119287e+01 	 9.385758e-01 	 4.692879e-02 
	 4.506916e+01 	 9.384818e-01 	 4.692409e-02 
	 3.970090e+01 	 9.383989e-01 	 4.691995e-02 
	 3.500570e+01 	 9.383355e-01 	 4.691677e-02 
	 3.089408e+01 	 9.382901e-01 	 4.691450e-02 
	 2.728686e+01 	 9.382589e-01 	 4.691295e-02 
	 2.412363e+01 	 9.382437e-01 	 4.691218e-02 
	 2.135246e+01 	 9.382422e-01 	 4.691211e-02 
	 1.891098e+01 	 9.382453e-01 	 4.691227e-02 
	 1.676459e+01 	 9.382536e-01 	 4.691268e-02 
	 1.487251e+01 	 9.382615e-01 	 4.691308e-02 
	 1.319912e+01 	 9.382692e-01 	 4.691346e-02 
	 1.172239e+01 	 9.382722e-01 	 4.691361e-02 
	 1.041185e+01 	 9.382735e-01 	 4.691367e-02 
	 9.250214e+00 	 9.382681e-01 	 4.691341e-02 
	 8.217970e+00 	 9.382596e-01 	 4.691298e-02 
	 7.300486e+00 	 9.382438e-01 	 4.691219e-02 
	 6.484637e+00 	 9.382258e-01 	 4.691129e-02 
	 5.758231e+00 	 9.382029e-01 	 4.691014e-02 
	 5.112948e+00 	 9.381797e-01 	 4.690899e-02 
	 4.536075e+00 	 9.381529e-01 	 4.690764e-02 
	 4.024288e+00 	 9.381260e-01 	 4.690630e-02 
	 3.567057e+00 	 9.380984e-01 	 4.690492e-02 
	 3.160211e+00 	 9.380703e-01 	 4.690351e-02 
	 2.799301e+00 	 9.380424e-01 	 4.690212e-02 
	 2.475688e+00 	 9.380168e-01 	 4.690084e-02 
	 2.189487e+00 	 9.379912e-01 	 4.689956e-02 
	 1.934928e+00 	 9.379665e-01 	 4.689833e-02 
	 1.707567e+00 	 9.379435e-01 	 4.689718e-02 
	 1.506922e+00 	 9.379206e-01 	 4.689603e-02 
	 1.329107e+00 	 9.378951e-01 	 4.689476e-02 
	 1.171028e+00 	 9.378652e-01 	 4.689326e-02 
	 1.031749e+00 	 9.378351e-01 	 4.689176e-02 
	 9.090823e-01 	 9.378042e-01 	 4.689021e-02 
	 8.021742e-01 	 9.377454e-01 	 4.688727e-02 
	 7.078384e-01 	 9.376867e-01 	 4.688434e-02 
	 6.245964e-01 	 9.376279e-01 	 4.688140e-02 
	 5.517461e-01 	 9.375625e-01 	 4.687812e-02 
	 4.889005e-01 	 9.374780e-01 	 4.687390e-02 
	 4.332133e-01 	 9.373935e-01 	 4.686967e-02 
	 3.838690e-01 	 9.373090e-01 	 4.686545e-02 
	 3.401451e-01 	 9.372245e-01 	 4.686123e-02 
	 3.016501e-01 	 9.371393e-01 	 4.685697e-02 
