39 1.5
      10.0000  0.5  0.5e-1
      7.84760  0.5  0.5e-1
      6.15850  0.5  0.5e-1
      4.83290  0.5  0.5e-1
      3.79270  0.5  0.5e-1
      2.97640  0.5  0.5e-1
      2.33570  0.5  0.5e-1
      1.83300  0.5  0.5e-1
      1.43840  0.5  0.5e-1
      1.12880  0.5  0.5e-1
     0.885870  0.5  0.5e-1
     0.695190  0.5  0.5e-1
     0.545560  0.5  0.5e-1
     0.428130  0.5  0.5e-1
     0.335980  0.5  0.5e-1
     0.263670  0.5  0.5e-1
     0.206910  0.5  0.5e-1
     0.162380  0.5  0.5e-1
     0.127430  0.5  0.5e-1
     0.100000  0.5  0.5e-1
    0.0784760  0.5  0.5e-1
    0.0615850  0.5  0.5e-1
    0.0483290  0.5  0.5e-1
    0.0379270  0.5  0.5e-1
    0.0297640  0.5  0.5e-1
    0.0233570  0.5  0.5e-1
    0.0183300  0.5  0.5e-1
    0.0143840  0.5  0.5e-1
    0.0112880  0.5  0.5e-1
   0.00885870  0.5  0.5e-1
   0.00695190  0.5  0.5e-1
   0.00545560  0.5  0.5e-1
   0.00428130  0.5  0.5e-1
   0.00335980  0.5  0.5e-1
   0.00263670  0.5  0.5e-1
   0.00206910  0.5  0.5e-1
   0.00162380  0.5  0.5e-1
   0.00127430  0.5  0.5e-1
   0.00100000  0.5  0.5e-1
